id,tag,level,question_kr,question_en
528,국내출장,5,국내출장를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How do you balance your schedule to continue doing business trips in Korea regularly?
529,주거 개선,4,주거 개선를 하게 된 특별한 계기가 있었나요?,How often do you engage in improving living space and where do you usually go?
530,아이스 스케이트,5,아이스 스케이트를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,Have you ever recommended ice skating to someone? What was their reaction?
531,운동 수업 수강하기,4,운동 수업 수강하기는 평소에 어떤 방식으로 즐기시나요?,How often do you engage in taking fitness classes and where do you usually go?
532,독서,4,독서를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Describe a typical time when you enjoy reading books.
533,춤추기,4,춤추기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,How often do you engage in dancing and where do you usually go?
534,공연 보기,5,공연 보기를 꾸준히 하기 위해 어떤 노력을 하시나요?,How do you balance your schedule to continue doing watching performances regularly?
535,리얼리티 쇼 시청,4,리얼리티 쇼 시청를 즐기기에 가장 좋은 장소는 어디인가요?,Do you prefer to do watching reality shows alone or with others? Why?
536,야구/소프트볼,4,야구/소프트볼를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,What do you enjoy the most about baseball/softball?
537,해외 여행,5,해외 여행를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,"What challenges have you faced while doing international travel, and how did you overcome them?"
538,클럽/나이트클럽 가기,5,클럽/나이트클럽 가기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,What impact does going to clubs or nightclubs have on your daily life or mood?
539,콘서트 보기,6,"콘서트 보기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",Describe a memorable or unusual experience related to attending concerts.
540,혼자 노래 부르거나 합창,4,혼자 노래 부르거나 합창를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Describe a typical time when you enjoy singing alone or in choir.
541,요리하기,6,요리하기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,Describe a memorable or unusual experience related to cooking.
542,주거 개선,4,주거 개선를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,What do you enjoy the most about improving living space?
543,주거 개선,6,주거 개선가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Compare improving living space with another hobby you enjoy. What are the key differences?
544,그림 그리기,6,그림 그리기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,Compare drawing with another hobby you enjoy. What are the key differences?
545,콘서트 보기,5,콘서트 보기를 꾸준히 하기 위해 어떤 노력을 하시나요?,"What challenges have you faced while doing attending concerts, and how did you overcome them?"
546,요가,6,요가가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Compare yoga with another hobby you enjoy. What are the key differences?
547,구직활동하기,4,구직활동하기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,What do you enjoy the most about job hunting?
548,"하이킹, 트레킹",6,"하이킹, 트레킹와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.",Describe a memorable or unusual experience related to hiking/trekking.
549,집에서 보내는 휴가,6,집에서 보내는 휴가를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,Describe a memorable or unusual experience related to staycations.
550,SNS에 글 올리기,6,SNS에 글 올리기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Compare posting on social media with another hobby you enjoy. What are the key differences?
551,요리 관련 프로그램 시청,6,요리 관련 프로그램 시청를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Describe a memorable or unusual experience related to watching cooking shows.
552,체스 하기,4,체스 하기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,What do you enjoy the most about 체스 하기?
553,구직활동하기,6,구직활동하기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,Describe a memorable or unusual experience related to job hunting.
554,집에서 보내는 휴가,5,집에서 보내는 휴가를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,"What challenges have you faced while doing staycations, and how did you overcome them?"
555,테니스,6,테니스와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,How would you introduce tennis to someone from another country?
556,자전거,4,자전거를 하게 된 특별한 계기가 있었나요?,When did you first start biking and why?
557,구직활동하기,5,구직활동하기와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,How do you balance your schedule to continue doing job hunting regularly?
558,영화 보기,4,영화 보기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,What do you enjoy the most about watching movies?
559,야구/소프트볼,6,야구/소프트볼를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,"If you couldn’t enjoy baseball/softball anymore, what would you replace it with and why?"
560,리얼리티 쇼 시청,4,리얼리티 쇼 시청는 평소에 어떤 방식으로 즐기시나요?,When did you first start watching reality shows and why?
561,배구,6,배구를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,Describe a memorable or unusual experience related to volleyball.
562,게임하기,6,게임하기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Describe a memorable or unusual experience related to 게임하기.
563,박물관 가기,6,"박물관 가기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",Compare visiting museums with another hobby you enjoy. What are the key differences?
564,태권도,4,태권도를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Describe a typical time when you enjoy 태권도.
565,하키,4,하키를 하게 된 특별한 계기가 있었나요?,What do you enjoy the most about 하키?
566,TV시청 하기,5,TV시청 하기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,"What challenges have you faced while doing watching TV, and how did you overcome them?"
567,크로켓,5,크로켓를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How has your interest in croquet changed over time?
568,박물관 가기,5,박물관 가기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How do you balance your schedule to continue doing visiting museums regularly?
569,체스 하기,5,체스 하기와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,How has your interest in 체스 하기 changed over time?
570,운동 수업 수강하기,5,운동 수업 수강하기와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,How has your interest in taking fitness classes changed over time?
571,"하이킹, 트레킹",6,"하이킹, 트레킹를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.","If you couldn’t enjoy hiking/trekking anymore, what would you replace it with and why?"
572,크로켓,6,"크로켓를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.","If you couldn’t enjoy croquet anymore, what would you replace it with and why?"
573,캠핑 하기,4,캠핑 하기를 하게 된 특별한 계기가 있었나요?,Describe a typical time when you enjoy camping.
574,해외 여행,5,해외 여행를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How do you balance your schedule to continue doing international travel regularly?
575,술집/바에 가기,5,술집/바에 가기를 꾸준히 하기 위해 어떤 노력을 하시나요?,What impact does going to pubs or bars have on your daily life or mood?
576,박물관 가기,6,박물관 가기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,"If you couldn’t enjoy visiting museums anymore, what would you replace it with and why?"
577,콘서트 보기,4,콘서트 보기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,What do you enjoy the most about attending concerts?
578,태권도,6,태권도를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Compare 태권도 with another hobby you enjoy. What are the key differences?
579,클럽/나이트클럽 가기,5,클럽/나이트클럽 가기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,"What challenges have you faced while doing going to clubs or nightclubs, and how did you overcome them?"
580,TV시청 하기,5,TV시청 하기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,Have you ever recommended watching TV to someone? What was their reaction?
581,요리하기,4,요리하기는 평소에 어떤 방식으로 즐기시나요?,What do you enjoy the most about cooking?
582,미식축구,5,미식축구를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,What impact does American football have on your daily life or mood?
583,리얼리티 쇼 시청,5,리얼리티 쇼 시청를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How has your interest in watching reality shows changed over time?
584,농구,5,농구를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,"What challenges have you faced while doing basketball, and how did you overcome them?"
585,국내출장,4,국내출장는 평소에 어떤 방식으로 즐기시나요?,Describe a typical time when you enjoy business trips in Korea.
586,"하이킹, 트레킹",5,"하이킹, 트레킹를 할 때 가장 성취감을 느끼는 순간은 언제인가요?",What impact does hiking/trekking have on your daily life or mood?
587,조깅,4,조깅를 즐기기에 가장 좋은 장소는 어디인가요?,When did you first start jogging and why?
588,당구 치기,6,당구 치기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,"If you couldn’t enjoy playing billiards anymore, what would you replace it with and why?"
589,해외 여행,6,해외 여행를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,What social or cultural significance does international travel have in your country?
590,게임하기,4,게임하기를 즐기기에 가장 좋은 장소는 어디인가요?,Describe a typical time when you enjoy 게임하기.
591,자원봉사,6,자원봉사와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,Compare volunteering with another hobby you enjoy. What are the key differences?
592,국내출장,5,국내출장를 꾸준히 하기 위해 어떤 노력을 하시나요?,What impact does business trips in Korea have on your daily life or mood?
593,하키,4,하키를 하게 된 특별한 계기가 있었나요?,Do you prefer to do 하키 alone or with others? Why?
594,술집/바에 가기,6,술집/바에 가기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,What social or cultural significance does going to pubs or bars have in your country?
595,국내출장,4,국내출장를 하게 된 특별한 계기가 있었나요?,How often do you engage in business trips in Korea and where do you usually go?
596,쇼핑하기,5,쇼핑하기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,Have you ever recommended shopping to someone? What was their reaction?
597,신문 읽기,6,신문 읽기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,Compare reading newspapers with another hobby you enjoy. What are the key differences?
598,SNS에 글 올리기,5,SNS에 글 올리기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,"What challenges have you faced while doing posting on social media, and how did you overcome them?"
599,태권도,6,태권도가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,What social or cultural significance does 태권도 have in your country?
600,당구 치기,6,"당구 치기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",How would you introduce playing billiards to someone from another country?
601,집에서 보내는 휴가,4,집에서 보내는 휴가를 즐기기에 가장 좋은 장소는 어디인가요?,When did you first start staycations and why?
602,수영,4,수영를 하게 된 특별한 계기가 있었나요?,Describe a typical time when you enjoy swimming.
603,배구,4,배구를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Do you prefer to do volleyball alone or with others? Why?
604,독서,5,독서를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,What impact does reading books have on your daily life or mood?
605,캠핑 하기,5,캠핑 하기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,Have you ever recommended camping to someone? What was their reaction?
606,당구 치기,4,당구 치기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,How often do you engage in playing billiards and where do you usually go?
607,국내 여행,5,국내 여행를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How do you balance your schedule to continue doing domestic travel regularly?
608,조깅,6,조깅를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Compare jogging with another hobby you enjoy. What are the key differences?
609,배드민턴,5,배드민턴를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How do you balance your schedule to continue doing badminton regularly?
610,독서,6,독서가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Describe a memorable or unusual experience related to reading books.
611,태권도,4,태권도를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Do you prefer to do 태권도 alone or with others? Why?
612,혼자 노래 부르거나 합창,4,혼자 노래 부르거나 합창를 하게 된 특별한 계기가 있었나요?,Do you prefer to do singing alone or in choir alone or with others? Why?
613,음악 감상하기,6,음악 감상하기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Describe a memorable or unusual experience related to listening to music.
614,골프,6,"골프를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",What social or cultural significance does golf have in your country?
615,혼자 노래 부르거나 합창,6,혼자 노래 부르거나 합창를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Compare singing alone or in choir with another hobby you enjoy. What are the key differences?
616,신문 읽기,5,신문 읽기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How do you balance your schedule to continue doing reading newspapers regularly?
617,골프,4,골프를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,What do you enjoy the most about golf?
618,크로켓,4,크로켓를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,What do you enjoy the most about croquet?
619,악기 연주하기,5,악기 연주하기를 꾸준히 하기 위해 어떤 노력을 하시나요?,Have you ever recommended playing musical instruments to someone? What was their reaction?
620,혼자 노래 부르거나 합창,6,혼자 노래 부르거나 합창가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Describe a memorable or unusual experience related to singing alone or in choir.
621,그림 그리기,4,그림 그리기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,How often do you engage in drawing and where do you usually go?
622,낚시,5,낚시를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,What impact does fishing have on your daily life or mood?
623,혼자 노래 부르거나 합창,5,혼자 노래 부르거나 합창를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How do you balance your schedule to continue doing singing alone or in choir regularly?
624,배구,4,배구를 하게 된 특별한 계기가 있었나요?,Describe a typical time when you enjoy volleyball.
625,국내출장,4,국내출장를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,What do you enjoy the most about business trips in Korea?
626,춤추기,5,춤추기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,What impact does dancing have on your daily life or mood?
627,카페/커피전문점 가기,4,카페/커피전문점 가기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Do you prefer to do visiting cafes alone or with others? Why?
628,조깅,4,조깅를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Describe a typical time when you enjoy jogging.
629,리얼리티 쇼 시청,5,리얼리티 쇼 시청와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,"What challenges have you faced while doing watching reality shows, and how did you overcome them?"
630,자원봉사,6,자원봉사를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,"If you couldn’t enjoy volunteering anymore, what would you replace it with and why?"
631,신문 읽기,4,신문 읽기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Describe a typical time when you enjoy reading newspapers.
632,쇼핑하기,5,쇼핑하기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How has your interest in shopping changed over time?
633,리얼리티 쇼 시청,6,리얼리티 쇼 시청와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,Describe a memorable or unusual experience related to watching reality shows.
634,영화 보기,5,영화 보기와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,How do you balance your schedule to continue doing watching movies regularly?
635,여행 관련 잡지나 블로그 읽기,5,여행 관련 잡지나 블로그 읽기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,Have you ever recommended reading travel blogs or magazines to someone? What was their reaction?
636,신문 읽기,4,신문 읽기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,How often do you engage in reading newspapers and where do you usually go?
637,요리 관련 프로그램 시청,5,요리 관련 프로그램 시청를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,Have you ever recommended watching cooking shows to someone? What was their reaction?
638,SNS에 글 올리기,4,SNS에 글 올리기는 평소에 어떤 방식으로 즐기시나요?,How often do you engage in posting on social media and where do you usually go?
639,걷기,4,걷기를 즐기기에 가장 좋은 장소는 어디인가요?,Describe a typical time when you enjoy walking.
640,요리하기,4,요리하기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Do you prefer to do cooking alone or with others? Why?
641,캠핑 하기,4,캠핑 하기를 즐기기에 가장 좋은 장소는 어디인가요?,What do you enjoy the most about camping?
642,SNS에 글 올리기,6,"SNS에 글 올리기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",Describe a memorable or unusual experience related to posting on social media.
643,애완동물 키우기,5,애완동물 키우기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,What impact does raising pets have on your daily life or mood?
644,박물관 가기,4,박물관 가기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Describe a typical time when you enjoy visiting museums.
645,공원 가기,5,공원 가기와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,"What challenges have you faced while doing going to parks, and how did you overcome them?"
646,자원봉사,6,자원봉사가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,How would you introduce volunteering to someone from another country?
647,야구/소프트볼,5,야구/소프트볼를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,Have you ever recommended baseball/softball to someone? What was their reaction?
648,국내출장,6,국내출장를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,How would you introduce business trips in Korea to someone from another country?
649,영화 보기,6,영화 보기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,Compare watching movies with another hobby you enjoy. What are the key differences?
650,테니스,6,테니스가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Describe a memorable or unusual experience related to tennis.
651,스키/스노보드,6,"스키/스노보드를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.","If you couldn’t enjoy skiing/snowboarding anymore, what would you replace it with and why?"
652,공원 가기,4,공원 가기를 하게 된 특별한 계기가 있었나요?,What do you enjoy the most about going to parks?
653,차 드라이브 하기,4,차 드라이브 하기를 하게 된 특별한 계기가 있었나요?,What do you enjoy the most about driving?
654,해외출장,5,해외출장를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How has your interest in business trips abroad changed over time?
655,글쓰기,6,글쓰기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,"If you couldn’t enjoy writing anymore, what would you replace it with and why?"
656,독서,6,독서를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,How would you introduce reading books to someone from another country?
657,배구,6,"배구를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",How would you introduce volleyball to someone from another country?
658,체스 하기,5,체스 하기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How do you balance your schedule to continue doing 체스 하기 regularly?
659,여행 관련 잡지나 블로그 읽기,5,여행 관련 잡지나 블로그 읽기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How do you balance your schedule to continue doing reading travel blogs or magazines regularly?
660,해외 여행,5,해외 여행를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,What impact does international travel have on your daily life or mood?
661,시험 대비 과정 수강,4,시험 대비 과정 수강를 하게 된 특별한 계기가 있었나요?,How often do you engage in taking test prep courses and where do you usually go?
662,조깅,4,조깅는 평소에 어떤 방식으로 즐기시나요?,Do you prefer to do jogging alone or with others? Why?
663,체스 하기,6,"체스 하기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",Describe a memorable or unusual experience related to 체스 하기.
664,운동 수업 수강하기,5,운동 수업 수강하기를 꾸준히 하기 위해 어떤 노력을 하시나요?,"What challenges have you faced while doing taking fitness classes, and how did you overcome them?"
665,사진 촬영하기,5,사진 촬영하기를 꾸준히 하기 위해 어떤 노력을 하시나요?,How has your interest in taking photos changed over time?
666,축구,6,축구가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,"If you couldn’t enjoy soccer anymore, what would you replace it with and why?"
667,국내 여행,4,국내 여행를 하게 된 특별한 계기가 있었나요?,When did you first start domestic travel and why?
668,신문 읽기,4,신문 읽기를 하게 된 특별한 계기가 있었나요?,When did you first start reading newspapers and why?
669,요리 관련 프로그램 시청,6,요리 관련 프로그램 시청와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,Compare watching cooking shows with another hobby you enjoy. What are the key differences?
670,독서,4,독서를 즐기기에 가장 좋은 장소는 어디인가요?,What do you enjoy the most about reading books?
671,신문 읽기,6,신문 읽기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,What social or cultural significance does reading newspapers have in your country?
672,여행 관련 잡지나 블로그 읽기,5,여행 관련 잡지나 블로그 읽기를 꾸준히 하기 위해 어떤 노력을 하시나요?,What impact does reading travel blogs or magazines have on your daily life or mood?
673,야구/소프트볼,4,야구/소프트볼를 하게 된 특별한 계기가 있었나요?,Describe a typical time when you enjoy baseball/softball.
674,영화 보기,6,"영화 보기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",What social or cultural significance does watching movies have in your country?
675,크로켓,6,"크로켓를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",Describe a memorable or unusual experience related to croquet.
676,아이에게 책 읽어주기,6,아이에게 책 읽어주기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,"If you couldn’t enjoy reading to children anymore, what would you replace it with and why?"
677,조깅,5,조깅를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,Have you ever recommended jogging to someone? What was their reaction?
678,축구,5,축구를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,Have you ever recommended soccer to someone? What was their reaction?
679,축구,4,축구를 즐기기에 가장 좋은 장소는 어디인가요?,When did you first start soccer and why?
680,탁구,5,탁구를 꾸준히 하기 위해 어떤 노력을 하시나요?,"What challenges have you faced while doing table tennis, and how did you overcome them?"
681,춤추기,6,춤추기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,"If you couldn’t enjoy dancing anymore, what would you replace it with and why?"
682,자전거,6,"자전거를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.","If you couldn’t enjoy biking anymore, what would you replace it with and why?"
683,애완동물 키우기,6,애완동물 키우기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,Compare raising pets with another hobby you enjoy. What are the key differences?
684,영화 보기,4,영화 보기를 즐기기에 가장 좋은 장소는 어디인가요?,Describe a typical time when you enjoy watching movies.
685,배구,6,배구를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,Compare volleyball with another hobby you enjoy. What are the key differences?
686,스키/스노보드,4,스키/스노보드를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Describe a typical time when you enjoy skiing/snowboarding.
687,운동 수업 수강하기,4,운동 수업 수강하기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,What do you enjoy the most about taking fitness classes?
688,요가,6,요가를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,"If you couldn’t enjoy yoga anymore, what would you replace it with and why?"
689,아이에게 책 읽어주기,5,아이에게 책 읽어주기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,"What challenges have you faced while doing reading to children, and how did you overcome them?"
690,체스 하기,6,체스 하기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,What social or cultural significance does 체스 하기 have in your country?
691,쇼핑하기,5,쇼핑하기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,"What challenges have you faced while doing shopping, and how did you overcome them?"
692,요리하기,5,요리하기를 꾸준히 하기 위해 어떤 노력을 하시나요?,What impact does cooking have on your daily life or mood?
693,아이스 스케이트,5,아이스 스케이트를 꾸준히 하기 위해 어떤 노력을 하시나요?,How do you balance your schedule to continue doing ice skating regularly?
694,음악 감상하기,4,음악 감상하기를 하게 된 특별한 계기가 있었나요?,Describe a typical time when you enjoy listening to music.
695,콘서트 보기,5,콘서트 보기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How do you balance your schedule to continue doing attending concerts regularly?
696,여행 관련 잡지나 블로그 읽기,4,여행 관련 잡지나 블로그 읽기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,When did you first start reading travel blogs or magazines and why?
697,여행 관련 잡지나 블로그 읽기,4,여행 관련 잡지나 블로그 읽기를 하게 된 특별한 계기가 있었나요?,How often do you engage in reading travel blogs or magazines and where do you usually go?
698,해외 여행,4,해외 여행를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Describe a typical time when you enjoy international travel.
699,쇼핑하기,4,쇼핑하기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,How often do you engage in shopping and where do you usually go?
700,하키,6,하키를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Compare 하키 with another hobby you enjoy. What are the key differences?
701,쇼핑하기,6,쇼핑하기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,Compare shopping with another hobby you enjoy. What are the key differences?
702,공연 보기,6,공연 보기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,"If you couldn’t enjoy watching performances anymore, what would you replace it with and why?"
703,자원봉사,5,자원봉사를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How has your interest in volunteering changed over time?
704,해외 여행,5,해외 여행와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,Have you ever recommended international travel to someone? What was their reaction?
705,농구,4,농구를 하게 된 특별한 계기가 있었나요?,Do you prefer to do basketball alone or with others? Why?
706,구직활동하기,4,구직활동하기는 평소에 어떤 방식으로 즐기시나요?,How often do you engage in job hunting and where do you usually go?
707,친구들과 문자 대화,6,친구들과 문자 대화를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Describe a memorable or unusual experience related to texting with friends.
708,신문 읽기,6,신문 읽기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Describe a memorable or unusual experience related to reading newspapers.
709,박물관 가기,5,박물관 가기와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,How has your interest in visiting museums changed over time?
710,국내 여행,5,국내 여행와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,How has your interest in domestic travel changed over time?
711,걷기,6,걷기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Compare walking with another hobby you enjoy. What are the key differences?
712,쇼핑하기,6,쇼핑하기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,"If you couldn’t enjoy shopping anymore, what would you replace it with and why?"
